Defector,Bully,Suspicious Tit For Tat,Alternator,Tit For Tat,Anti Tit For Tat,Win-Stay Lose-Shift,Cooperator
3.28571428571,2.82857142857,2.35714285714,2.3,2.24285714286,2.07142857143,1.87142857143,1.5
3.28571428571,2.82857142857,2.35714285714,2.3,2.24285714286,2.07142857143,1.87142857143,1.5
